,Input,Output
777,"(17, 2, 3, 12)",2
778,"(17, 2, 3, 13)",2
779,"(17, 2, 3, 14)",2
780,"(17, 2, 4, 5)",2
781,"(17, 2, 4, 6)",1
782,"(17, 2, 4, 7)",2
783,"(17, 2, 4, 8)",2
784,"(17, 2, 4, 9)",2
785,"(17, 2, 4, 10)",2
786,"(17, 2, 4, 11)",2
787,"(17, 2, 4, 12)",2
788,"(17, 2, 4, 13)",2
789,"(17, 2, 4, 14)",2
790,"(17, 2, 5, 5)",1
791,"(17, 2, 5, 6)",1
792,"(17, 2, 5, 7)",1
793,"(17, 2, 5, 8)",2
794,"(17, 2, 5, 9)",2
795,"(17, 2, 5, 10)",2
796,"(17, 2, 5, 11)",2
797,"(17, 2, 5, 12)",2
798,"(17, 2, 5, 13)",2
799,"(17, 2, 5, 14)",2
800,"(17, 3, 1, 5)",0
801,"(17, 3, 1, 6)",2
802,"(17, 3, 1, 7)",2
803,"(17, 3, 1, 8)",2
804,"(17, 3, 1, 9)",2
805,"(17, 3, 1, 10)",2
806,"(17, 3, 1, 11)",2
807,"(17, 3, 1, 12)",2
808,"(17, 3, 1, 13)",2
809,"(17, 3, 1, 14)",2
810,"(17, 3, 2, 5)",0
811,"(17, 3, 2, 6)",2
812,"(17, 3, 2, 7)",2
813,"(17, 3, 2, 8)",2
814,"(17, 3, 2, 9)",2
815,"(17, 3, 2, 10)",2
816,"(17, 3, 2, 11)",2
817,"(17, 3, 2, 12)",2
818,"(17, 3, 2, 13)",2
819,"(17, 3, 2, 14)",2
820,"(17, 3, 3, 5)",0
821,"(17, 3, 3, 6)",2
822,"(17, 3, 3, 7)",2
823,"(17, 3, 3, 8)",2
824,"(17, 3, 3, 9)",2
825,"(17, 3, 3, 10)",2
826,"(17, 3, 3, 11)",2
827,"(17, 3, 3, 12)",2
828,"(17, 3, 3, 13)",2
829,"(17, 3, 3, 14)",2
830,"(17, 3, 4, 5)",2
831,"(17, 3, 4, 6)",1
832,"(17, 3, 4, 7)",2
833,"(17, 3, 4, 8)",2
834,"(17, 3, 4, 9)",2
835,"(17, 3, 4, 10)",2
836,"(17, 3, 4, 11)",2
837,"(17, 3, 4, 12)",2
838,"(17, 3, 4, 13)",2
839,"(17, 3, 4, 14)",2
840,"(17, 3, 5, 5)",1
841,"(17, 3, 5, 6)",1
842,"(17, 3, 5, 7)",1
843,"(17, 3, 5, 8)",2
844,"(17, 3, 5, 9)",2
845,"(17, 3, 5, 10)",2
846,"(17, 3, 5, 11)",2
847,"(17, 3, 5, 12)",2
848,"(17, 3, 5, 13)",2
849,"(17, 3, 5, 14)",2
850,"(17, 4, 1, 5)",2
851,"(17, 4, 1, 6)",2
852,"(17, 4, 1, 7)",2
853,"(17, 4, 1, 8)",2
854,"(17, 4, 1, 9)",2
855,"(17, 4, 1, 10)",2
856,"(17, 4, 1, 11)",2
857,"(17, 4, 1, 12)",2
858,"(17, 4, 1, 13)",2
859,"(17, 4, 1, 14)",2
860,"(17, 4, 2, 5)",2
861,"(17, 4, 2, 6)",2
862,"(17, 4, 2, 7)",2
863,"(17, 4, 2, 8)",2
864,"(17, 4, 2, 9)",2
865,"(17, 4, 2, 10)",2
866,"(17, 4, 2, 11)",2
867,"(17, 4, 2, 12)",2
868,"(17, 4, 2, 13)",2
869,"(17, 4, 2, 14)",2
870,"(17, 4, 3, 5)",1
871,"(17, 4, 3, 6)",2
872,"(17, 4, 3, 7)",2
873,"(17, 4, 3, 8)",2
874,"(17, 4, 3, 9)",2
875,"(17, 4, 3, 10)",2
876,"(17, 4, 3, 11)",2
877,"(17, 4, 3, 12)",2
878,"(17, 4, 3, 13)",2
879,"(17, 4, 3, 14)",2
880,"(17, 4, 4, 5)",2
881,"(17, 4, 4, 6)",1
882,"(17, 4, 4, 7)",2
883,"(17, 4, 4, 8)",2
884,"(17, 4, 4, 9)",2
885,"(17, 4, 4, 10)",2
886,"(17, 4, 4, 11)",2
887,"(17, 4, 4, 12)",2
888,"(17, 4, 4, 13)",2
889,"(17, 4, 4, 14)",2
890,"(17, 4, 5, 5)",2
891,"(17, 4, 5, 6)",1
892,"(17, 4, 5, 7)",1
893,"(17, 4, 5, 8)",2
894,"(17, 4, 5, 9)",2
895,"(17, 4, 5, 10)",2
896,"(17, 4, 5, 11)",2
897,"(17, 4, 5, 12)",2
898,"(17, 4, 5, 13)",2
899,"(17, 4, 5, 14)",2
900,"(17, 5, 1, 5)",1
901,"(17, 5, 1, 6)",2
902,"(17, 5, 1, 7)",2
903,"(17, 5, 1, 8)",2
904,"(17, 5, 1, 9)",2
905,"(17, 5, 1, 10)",2
906,"(17, 5, 1, 11)",2
907,"(17, 5, 1, 12)",2
908,"(17, 5, 1, 13)",2
909,"(17, 5, 1, 14)",2
910,"(17, 5, 2, 5)",2
911,"(17, 5, 2, 6)",2
912,"(17, 5, 2, 7)",2
913,"(17, 5, 2, 8)",2
914,"(17, 5, 2, 9)",2
915,"(17, 5, 2, 10)",2
916,"(17, 5, 2, 11)",2
917,"(17, 5, 2, 12)",2
918,"(17, 5, 2, 13)",2
919,"(17, 5, 2, 14)",2
920,"(17, 5, 3, 5)",2
921,"(17, 5, 3, 6)",2
922,"(17, 5, 3, 7)",2
923,"(17, 5, 3, 8)",2
924,"(17, 5, 3, 9)",2
925,"(17, 5, 3, 10)",2
926,"(17, 5, 3, 11)",2
927,"(17, 5, 3, 12)",2
928,"(17, 5, 3, 13)",2
929,"(17, 5, 3, 14)",2
930,"(17, 5, 4, 5)",2
931,"(17, 5, 4, 6)",2
932,"(17, 5, 4, 7)",2
933,"(17, 5, 4, 8)",2
934,"(17, 5, 4, 9)",2
935,"(17, 5, 4, 10)",2
936,"(17, 5, 4, 11)",2
937,"(17, 5, 4, 12)",2
938,"(17, 5, 4, 13)",2
939,"(17, 5, 4, 14)",2
940,"(17, 5, 5, 5)",2
941,"(17, 5, 5, 6)",1
942,"(17, 5, 5, 7)",1
943,"(17, 5, 5, 8)",2
944,"(17, 5, 5, 9)",2
945,"(17, 5, 5, 10)",2
946,"(17, 5, 5, 11)",2
947,"(17, 5, 5, 12)",2
948,"(17, 5, 5, 13)",2
949,"(17, 5, 5, 14)",2
950,"(17, 6, 1, 5)",1
951,"(17, 6, 1, 6)",2
952,"(17, 6, 1, 7)",2
953,"(17, 6, 1, 8)",2
954,"(17, 6, 1, 9)",2
955,"(17, 6, 1, 10)",2
956,"(17, 6, 1, 11)",2
957,"(17, 6, 1, 12)",2
958,"(17, 6, 1, 13)",2
959,"(17, 6, 1, 14)",2
960,"(17, 6, 2, 5)",1
961,"(17, 6, 2, 6)",2
962,"(17, 6, 2, 7)",2
963,"(17, 6, 2, 8)",2
964,"(17, 6, 2, 9)",2
965,"(17, 6, 2, 10)",2
966,"(17, 6, 2, 11)",2
967,"(17, 6, 2, 12)",2
968,"(17, 6, 2, 13)",2
969,"(17, 6, 2, 14)",2
970,"(17, 6, 3, 5)",1
971,"(17, 6, 3, 6)",2
972,"(17, 6, 3, 7)",2
973,"(17, 6, 3, 8)",2
974,"(17, 6, 3, 9)",2
975,"(17, 6, 3, 10)",2
976,"(17, 6, 3, 11)",2
977,"(17, 6, 3, 12)",2
978,"(17, 6, 3, 13)",2
979,"(17, 6, 3, 14)",2
980,"(17, 6, 4, 5)",2
981,"(17, 6, 4, 6)",2
982,"(17, 6, 4, 7)",2
983,"(17, 6, 4, 8)",2
984,"(17, 6, 4, 9)",2
985,"(17, 6, 4, 10)",2
986,"(17, 6, 4, 11)",2
987,"(17, 6, 4, 12)",2
988,"(17, 6, 4, 13)",2
989,"(17, 6, 4, 14)",2
990,"(17, 6, 5, 5)",2
991,"(17, 6, 5, 6)",2
992,"(17, 6, 5, 7)",2
993,"(17, 6, 5, 8)",2
994,"(17, 6, 5, 9)",2
995,"(17, 6, 5, 10)",2
996,"(17, 6, 5, 11)",2
997,"(17, 6, 5, 12)",2
998,"(17, 6, 5, 13)",2
999,"(17, 6, 5, 14)",2
1000,"(17, 9, 1, 5)",1
1001,"(17, 9, 1, 6)",1
1002,"(17, 9, 1, 7)",1
1003,"(17, 9, 1, 8)",5
1004,"(17, 9, 1, 9)",2
1005,"(17, 9, 1, 10)",2
1006,"(17, 9, 1, 11)",2
1007,"(17, 9, 1, 12)",2
1008,"(17, 9, 1, 13)",2
1009,"(17, 9, 1, 14)",2
1010,"(17, 9, 2, 5)",1
1011,"(17, 9, 2, 6)",1
1012,"(17, 9, 2, 7)",1
1013,"(17, 9, 2, 8)",2
1014,"(17, 9, 2, 9)",2
1015,"(17, 9, 2, 10)",2
1016,"(17, 9, 2, 11)",2
1017,"(17, 9, 2, 12)",2
1018,"(17, 9, 2, 13)",2
1019,"(17, 9, 2, 14)",2
1020,"(17, 9, 3, 5)",1
1021,"(17, 9, 3, 6)",1
1022,"(17, 9, 3, 7)",1
1023,"(17, 9, 3, 8)",2
1024,"(17, 9, 3, 9)",2
1025,"(17, 9, 3, 10)",2
1026,"(17, 9, 3, 11)",2
1027,"(17, 9, 3, 12)",2
1028,"(17, 9, 3, 13)",2
1029,"(17, 9, 3, 14)",2
1030,"(17, 9, 4, 5)",1
1031,"(17, 9, 4, 6)",1
1032,"(17, 9, 4, 7)",1
1033,"(17, 9, 4, 8)",2
1034,"(17, 9, 4, 9)",2
1035,"(17, 9, 4, 10)",2
1036,"(17, 9, 4, 11)",2
1037,"(17, 9, 4, 12)",2
1038,"(17, 9, 4, 13)",2
1039,"(17, 9, 4, 14)",2
1040,"(17, 9, 5, 5)",1
1041,"(17, 9, 5, 6)",1
1042,"(17, 9, 5, 7)",2
1043,"(17, 9, 5, 8)",2
1044,"(17, 9, 5, 9)",2
1045,"(17, 9, 5, 10)",2
1046,"(17, 9, 5, 11)",2
1047,"(17, 9, 5, 12)",2
1048,"(17, 9, 5, 13)",2
1049,"(17, 9, 5, 14)",2
1050,"(18, 1, 1, 5)",0
1051,"(18, 1, 1, 6)",2
1052,"(18, 1, 1, 7)",2
1053,"(18, 1, 1, 8)",2
1054,"(18, 1, 1, 9)",2
1055,"(18, 1, 1, 10)",2
1056,"(18, 1, 1, 11)",2
1057,"(18, 1, 1, 12)",2
1058,"(18, 1, 1, 13)",2
1059,"(18, 1, 1, 14)",2
1060,"(18, 1, 2, 5)",0
1061,"(18, 1, 2, 6)",2
1062,"(18, 1, 2, 7)",2
1063,"(18, 1, 2, 8)",2
1064,"(18, 1, 2, 9)",2
1065,"(18, 1, 2, 10)",2
1066,"(18, 1, 2, 11)",2
1067,"(18, 1, 2, 12)",2
1068,"(18, 1, 2, 13)",2
1069,"(18, 1, 2, 14)",2
1070,"(18, 1, 3, 5)",0
1071,"(18, 1, 3, 6)",2
1072,"(18, 1, 3, 7)",2
1073,"(18, 1, 3, 8)",2
1074,"(18, 1, 3, 9)",2
1075,"(18, 1, 3, 10)",2
1076,"(18, 1, 3, 11)",2
1077,"(18, 1, 3, 12)",2
1078,"(18, 1, 3, 13)",2
1079,"(18, 1, 3, 14)",2
1080,"(18, 1, 4, 5)",0
1081,"(18, 1, 4, 6)",2
1082,"(18, 1, 4, 7)",2
1083,"(18, 1, 4, 8)",2
1084,"(18, 1, 4, 9)",2
1085,"(18, 1, 4, 10)",2
1086,"(18, 1, 4, 11)",2
1087,"(18, 1, 4, 12)",2
1088,"(18, 1, 4, 13)",2
1089,"(18, 1, 4, 14)",2
1090,"(18, 1, 5, 5)",5
1091,"(18, 1, 5, 6)",1
1092,"(18, 1, 5, 7)",1
1093,"(18, 1, 5, 8)",1
1094,"(18, 1, 5, 9)",2
1095,"(18, 1, 5, 10)",2
1096,"(18, 1, 5, 11)",2
1097,"(18, 1, 5, 12)",2
1098,"(18, 1, 5, 13)",2
1099,"(18, 1, 5, 14)",2
1100,"(18, 2, 1, 5)",0
1101,"(18, 2, 1, 6)",2
1102,"(18, 2, 1, 7)",2
1103,"(18, 2, 1, 8)",2
1104,"(18, 2, 1, 9)",2
1105,"(18, 2, 1, 10)",2
1106,"(18, 2, 1, 11)",2
1107,"(18, 2, 1, 12)",2
1108,"(18, 2, 1, 13)",2
1109,"(18, 2, 1, 14)",2
1110,"(18, 2, 2, 5)",0
1111,"(18, 2, 2, 6)",2
1112,"(18, 2, 2, 7)",2
1113,"(18, 2, 2, 8)",2
1114,"(18, 2, 2, 9)",2
1115,"(18, 2, 2, 10)",2
1116,"(18, 2, 2, 11)",2
1117,"(18, 2, 2, 12)",2
1118,"(18, 2, 2, 13)",2
1119,"(18, 2, 2, 14)",2
1120,"(18, 2, 3, 5)",0
1121,"(18, 2, 3, 6)",2
1122,"(18, 2, 3, 7)",2
1123,"(18, 2, 3, 8)",2
1124,"(18, 2, 3, 9)",2
1125,"(18, 2, 3, 10)",2
1126,"(18, 2, 3, 11)",2
1127,"(18, 2, 3, 12)",2
1128,"(18, 2, 3, 13)",2
1129,"(18, 2, 3, 14)",2
1130,"(18, 2, 4, 5)",2
1131,"(18, 2, 4, 6)",2
1132,"(18, 2, 4, 7)",2
1133,"(18, 2, 4, 8)",2
1134,"(18, 2, 4, 9)",2
1135,"(18, 2, 4, 10)",2
1136,"(18, 2, 4, 11)",2
1137,"(18, 2, 4, 12)",2
1138,"(18, 2, 4, 13)",2
1139,"(18, 2, 4, 14)",2
1140,"(18, 2, 5, 5)",1
1141,"(18, 2, 5, 6)",1
1142,"(18, 2, 5, 7)",1
1143,"(18, 2, 5, 8)",2
1144,"(18, 2, 5, 9)",2
1145,"(18, 2, 5, 10)",2
1146,"(18, 2, 5, 11)",2
1147,"(18, 2, 5, 12)",2
1148,"(18, 2, 5, 13)",2
1149,"(18, 2, 5, 14)",2
1150,"(18, 3, 1, 5)",0
1151,"(18, 3, 1, 6)",2
1152,"(18, 3, 1, 7)",2
1153,"(18, 3, 1, 8)",2
1154,"(18, 3, 1, 9)",2
1155,"(18, 3, 1, 10)",2
1156,"(18, 3, 1, 11)",2
1157,"(18, 3, 1, 12)",2
1158,"(18, 3, 1, 13)",2
1159,"(18, 3, 1, 14)",2
1160,"(18, 3, 2, 5)",0
1161,"(18, 3, 2, 6)",2
1162,"(18, 3, 2, 7)",2
1163,"(18, 3, 2, 8)",2
1164,"(18, 3, 2, 9)",2
1165,"(18, 3, 2, 10)",2
1166,"(18, 3, 2, 11)",2
1167,"(18, 3, 2, 12)",2
1168,"(18, 3, 2, 13)",2
1169,"(18, 3, 2, 14)",2
1170,"(18, 3, 3, 5)",0
1171,"(18, 3, 3, 6)",2
1172,"(18, 3, 3, 7)",2
1173,"(18, 3, 3, 8)",2
1174,"(18, 3, 3, 9)",2
1175,"(18, 3, 3, 10)",2
1176,"(18, 3, 3, 11)",2
1177,"(18, 3, 3, 12)",2
1178,"(18, 3, 3, 13)",2
1179,"(18, 3, 3, 14)",2
1180,"(18, 3, 4, 5)",2
1181,"(18, 3, 4, 6)",2
1182,"(18, 3, 4, 7)",2
1183,"(18, 3, 4, 8)",2
1184,"(18, 3, 4, 9)",2
1185,"(18, 3, 4, 10)",2
1186,"(18, 3, 4, 11)",2
1187,"(18, 3, 4, 12)",2
1188,"(18, 3, 4, 13)",2
1189,"(18, 3, 4, 14)",2
1190,"(18, 3, 5, 5)",1
1191,"(18, 3, 5, 6)",1
1192,"(18, 3, 5, 7)",1
1193,"(18, 3, 5, 8)",2
1194,"(18, 3, 5, 9)",2
1195,"(18, 3, 5, 10)",2
1196,"(18, 3, 5, 11)",2
1197,"(18, 3, 5, 12)",2
1198,"(18, 3, 5, 13)",2
1199,"(18, 3, 5, 14)",2
1200,"(18, 4, 1, 5)",2
1201,"(18, 4, 1, 6)",2
1202,"(18, 4, 1, 7)",2
1203,"(18, 4, 1, 8)",2
1204,"(18, 4, 1, 9)",2
1205,"(18, 4, 1, 10)",2
1206,"(18, 4, 1, 11)",2
1207,"(18, 4, 1, 12)",2
1208,"(18, 4, 1, 13)",2
1209,"(18, 4, 1, 14)",2
1210,"(18, 4, 2, 5)",2
1211,"(18, 4, 2, 6)",2
1212,"(18, 4, 2, 7)",2
1213,"(18, 4, 2, 8)",2
1214,"(18, 4, 2, 9)",2
1215,"(18, 4, 2, 10)",2
1216,"(18, 4, 2, 11)",2
1217,"(18, 4, 2, 12)",2
1218,"(18, 4, 2, 13)",2
1219,"(18, 4, 2, 14)",2
1220,"(18, 4, 3, 5)",2
1221,"(18, 4, 3, 6)",2
1222,"(18, 4, 3, 7)",2
1223,"(18, 4, 3, 8)",2
1224,"(18, 4, 3, 9)",2
1225,"(18, 4, 3, 10)",2
1226,"(18, 4, 3, 11)",2
1227,"(18, 4, 3, 12)",2
1228,"(18, 4, 3, 13)",2
1229,"(18, 4, 3, 14)",2
1230,"(18, 4, 4, 5)",2
1231,"(18, 4, 4, 6)",1
1232,"(18, 4, 4, 7)",2
1233,"(18, 4, 4, 8)",2
1234,"(18, 4, 4, 9)",2
1235,"(18, 4, 4, 10)",2
1236,"(18, 4, 4, 11)",2
1237,"(18, 4, 4, 12)",2
1238,"(18, 4, 4, 13)",2
1239,"(18, 4, 4, 14)",2
1240,"(18, 4, 5, 5)",2
1241,"(18, 4, 5, 6)",1
1242,"(18, 4, 5, 7)",1
1243,"(18, 4, 5, 8)",2
1244,"(18, 4, 5, 9)",2
1245,"(18, 4, 5, 10)",2
1246,"(18, 4, 5, 11)",2
1247,"(18, 4, 5, 12)",2
1248,"(18, 4, 5, 13)",2
1249,"(18, 4, 5, 14)",2
1250,"(18, 5, 1, 5)",2
1251,"(18, 5, 1, 6)",2
1252,"(18, 5, 1, 7)",2
1253,"(18, 5, 1, 8)",2
1254,"(18, 5, 1, 9)",2
1255,"(18, 5, 1, 10)",2
1256,"(18, 5, 1, 11)",2
1257,"(18, 5, 1, 12)",2
1258,"(18, 5, 1, 13)",2
1259,"(18, 5, 1, 14)",2
1260,"(18, 5, 2, 5)",2
1261,"(18, 5, 2, 6)",2
1262,"(18, 5, 2, 7)",2
1263,"(18, 5, 2, 8)",2
1264,"(18, 5, 2, 9)",2
1265,"(18, 5, 2, 10)",2
1266,"(18, 5, 2, 11)",2
1267,"(18, 5, 2, 12)",2
1268,"(18, 5, 2, 13)",2
1269,"(18, 5, 2, 14)",2
1270,"(18, 5, 3, 5)",2
1271,"(18, 5, 3, 6)",2
1272,"(18, 5, 3, 7)",2
1273,"(18, 5, 3, 8)",2
1274,"(18, 5, 3, 9)",2
1275,"(18, 5, 3, 10)",2
1276,"(18, 5, 3, 11)",2
1277,"(18, 5, 3, 12)",2
1278,"(18, 5, 3, 13)",2
1279,"(18, 5, 3, 14)",2
1280,"(18, 5, 4, 5)",2
1281,"(18, 5, 4, 6)",1
1282,"(18, 5, 4, 7)",2
1283,"(18, 5, 4, 8)",2
1284,"(18, 5, 4, 9)",2
1285,"(18, 5, 4, 10)",2
1286,"(18, 5, 4, 11)",2
1287,"(18, 5, 4, 12)",2
1288,"(18, 5, 4, 13)",2
1289,"(18, 5, 4, 14)",2
1290,"(18, 5, 5, 5)",2
1291,"(18, 5, 5, 6)",1
1292,"(18, 5, 5, 7)",1
1293,"(18, 5, 5, 8)",2
1294,"(18, 5, 5, 9)",2
1295,"(18, 5, 5, 10)",2
1296,"(18, 5, 5, 11)",2
1297,"(18, 5, 5, 12)",2
1298,"(18, 5, 5, 13)",2
1299,"(18, 5, 5, 14)",2
1300,"(18, 6, 1, 5)",1
1301,"(18, 6, 1, 6)",2
1302,"(18, 6, 1, 7)",2
1303,"(18, 6, 1, 8)",2
1304,"(18, 6, 1, 9)",2
1305,"(18, 6, 1, 10)",2
1306,"(18, 6, 1, 11)",2
1307,"(18, 6, 1, 12)",2
1308,"(18, 6, 1, 13)",2
1309,"(18, 6, 1, 14)",2
1310,"(18, 6, 2, 5)",1
1311,"(18, 6, 2, 6)",2
1312,"(18, 6, 2, 7)",2
1313,"(18, 6, 2, 8)",2
1314,"(18, 6, 2, 9)",2
1315,"(18, 6, 2, 10)",2
1316,"(18, 6, 2, 11)",2
1317,"(18, 6, 2, 12)",2
1318,"(18, 6, 2, 13)",2
1319,"(18, 6, 2, 14)",2
1320,"(18, 6, 3, 5)",2
1321,"(18, 6, 3, 6)",2
1322,"(18, 6, 3, 7)",2
1323,"(18, 6, 3, 8)",2
1324,"(18, 6, 3, 9)",2
1325,"(18, 6, 3, 10)",2
1326,"(18, 6, 3, 11)",2
1327,"(18, 6, 3, 12)",2
1328,"(18, 6, 3, 13)",2
1329,"(18, 6, 3, 14)",2
1330,"(18, 6, 4, 5)",2
1331,"(18, 6, 4, 6)",2
1332,"(18, 6, 4, 7)",2
1333,"(18, 6, 4, 8)",2
1334,"(18, 6, 4, 9)",2
1335,"(18, 6, 4, 10)",2
1336,"(18, 6, 4, 11)",2
1337,"(18, 6, 4, 12)",2
1338,"(18, 6, 4, 13)",2
1339,"(18, 6, 4, 14)",2
1340,"(18, 6, 5, 5)",2
1341,"(18, 6, 5, 6)",2
1342,"(18, 6, 5, 7)",2
1343,"(18, 6, 5, 8)",2
1344,"(18, 6, 5, 9)",2
1345,"(18, 6, 5, 10)",2
1346,"(18, 6, 5, 11)",2
1347,"(18, 6, 5, 12)",2
1348,"(18, 6, 5, 13)",2
1349,"(18, 6, 5, 14)",2
1350,"(18, 9, 1, 5)",1
1351,"(18, 9, 1, 6)",1
1352,"(18, 9, 1, 7)",1
1353,"(18, 9, 1, 8)",5
1354,"(18, 9, 1, 9)",2
1355,"(18, 9, 1, 10)",2
1356,"(18, 9, 1, 11)",2
1357,"(18, 9, 1, 12)",2
1358,"(18, 9, 1, 13)",2
1359,"(18, 9, 1, 14)",2
1360,"(18, 9, 2, 5)",1
1361,"(18, 9, 2, 6)",1
1362,"(18, 9, 2, 7)",1
1363,"(18, 9, 2, 8)",2
1364,"(18, 9, 2, 9)",2
1365,"(18, 9, 2, 10)",2
1366,"(18, 9, 2, 11)",2
1367,"(18, 9, 2, 12)",2
1368,"(18, 9, 2, 13)",2
1369,"(18, 9, 2, 14)",2
1370,"(18, 9, 3, 5)",1
1371,"(18, 9, 3, 6)",1
1372,"(18, 9, 3, 7)",1
1373,"(18, 9, 3, 8)",2
1374,"(18, 9, 3, 9)",2
1375,"(18, 9, 3, 10)",2
1376,"(18, 9, 3, 11)",2
1377,"(18, 9, 3, 12)",2
1378,"(18, 9, 3, 13)",2
1379,"(18, 9, 3, 14)",2
1380,"(18, 9, 4, 5)",1
1381,"(18, 9, 4, 6)",1
1382,"(18, 9, 4, 7)",1
1383,"(18, 9, 4, 8)",2
1384,"(18, 9, 4, 9)",2
1385,"(18, 9, 4, 10)",2
1386,"(18, 9, 4, 11)",2
1387,"(18, 9, 4, 12)",2
1388,"(18, 9, 4, 13)",2
1389,"(18, 9, 4, 14)",2
1390,"(18, 9, 5, 5)",1
1391,"(18, 9, 5, 6)",1
1392,"(18, 9, 5, 7)",2
1393,"(18, 9, 5, 8)",2
1394,"(18, 9, 5, 9)",2
1395,"(18, 9, 5, 10)",2
1396,"(18, 9, 5, 11)",2
1397,"(18, 9, 5, 12)",2
1398,"(18, 9, 5, 13)",2
1399,"(18, 9, 5, 14)",2
1400,"(19, 1, 1, 5)",0
1401,"(19, 1, 1, 6)",0
1402,"(19, 1, 1, 7)",2
1403,"(19, 1, 1, 8)",2
1404,"(19, 1, 1, 9)",2
1405,"(19, 1, 1, 10)",2
1406,"(19, 1, 1, 11)",2
1407,"(19, 1, 1, 12)",2
1408,"(19, 1, 1, 13)",2
1409,"(19, 1, 1, 14)",2
1410,"(19, 1, 2, 5)",0
1411,"(19, 1, 2, 6)",0
1412,"(19, 1, 2, 7)",2
1413,"(19, 1, 2, 8)",2
1414,"(19, 1, 2, 9)",2
1415,"(19, 1, 2, 10)",2
1416,"(19, 1, 2, 11)",2
1417,"(19, 1, 2, 12)",2
1418,"(19, 1, 2, 13)",2
1419,"(19, 1, 2, 14)",2
1420,"(19, 1, 3, 5)",0
1421,"(19, 1, 3, 6)",0
1422,"(19, 1, 3, 7)",2
1423,"(19, 1, 3, 8)",2
1424,"(19, 1, 3, 9)",2
1425,"(19, 1, 3, 10)",2
1426,"(19, 1, 3, 11)",2
1427,"(19, 1, 3, 12)",2
1428,"(19, 1, 3, 13)",2
1429,"(19, 1, 3, 14)",2
1430,"(19, 1, 4, 5)",0
1431,"(19, 1, 4, 6)",2
1432,"(19, 1, 4, 7)",2
1433,"(19, 1, 4, 8)",2
1434,"(19, 1, 4, 9)",2
1435,"(19, 1, 4, 10)",2
1436,"(19, 1, 4, 11)",2
1437,"(19, 1, 4, 12)",2
1438,"(19, 1, 4, 13)",2
1439,"(19, 1, 4, 14)",2
1440,"(19, 1, 5, 5)",5
1441,"(19, 1, 5, 6)",1
1442,"(19, 1, 5, 7)",1
1443,"(19, 1, 5, 8)",2
1444,"(19, 1, 5, 9)",2
1445,"(19, 1, 5, 10)",2
1446,"(19, 1, 5, 11)",2
1447,"(19, 1, 5, 12)",2
1448,"(19, 1, 5, 13)",2
1449,"(19, 1, 5, 14)",2
1450,"(19, 2, 1, 5)",0
1451,"(19, 2, 1, 6)",2
1452,"(19, 2, 1, 7)",2
1453,"(19, 2, 1, 8)",2
1454,"(19, 2, 1, 9)",2
1455,"(19, 2, 1, 10)",2
1456,"(19, 2, 1, 11)",2
1457,"(19, 2, 1, 12)",2
1458,"(19, 2, 1, 13)",2
1459,"(19, 2, 1, 14)",2
1460,"(19, 2, 2, 5)",0
1461,"(19, 2, 2, 6)",2
1462,"(19, 2, 2, 7)",2
1463,"(19, 2, 2, 8)",2
1464,"(19, 2, 2, 9)",2
1465,"(19, 2, 2, 10)",2
1466,"(19, 2, 2, 11)",2
1467,"(19, 2, 2, 12)",2
1468,"(19, 2, 2, 13)",2
1469,"(19, 2, 2, 14)",2
1470,"(19, 2, 3, 5)",0
1471,"(19, 2, 3, 6)",0
1472,"(19, 2, 3, 7)",2
1473,"(19, 2, 3, 8)",2
1474,"(19, 2, 3, 9)",2
1475,"(19, 2, 3, 10)",2
1476,"(19, 2, 3, 11)",2
1477,"(19, 2, 3, 12)",2
1478,"(19, 2, 3, 13)",2
1479,"(19, 2, 3, 14)",2
1480,"(19, 2, 4, 5)",2
1481,"(19, 2, 4, 6)",2
1482,"(19, 2, 4, 7)",2
1483,"(19, 2, 4, 8)",2
1484,"(19, 2, 4, 9)",2
1485,"(19, 2, 4, 10)",2
1486,"(19, 2, 4, 11)",2
1487,"(19, 2, 4, 12)",2
1488,"(19, 2, 4, 13)",2
1489,"(19, 2, 4, 14)",2
1490,"(19, 2, 5, 5)",3
1491,"(19, 2, 5, 6)",1
1492,"(19, 2, 5, 7)",1
1493,"(19, 2, 5, 8)",2
1494,"(19, 2, 5, 9)",2
1495,"(19, 2, 5, 10)",2
1496,"(19, 2, 5, 11)",2
1497,"(19, 2, 5, 12)",2
1498,"(19, 2, 5, 13)",2
1499,"(19, 2, 5, 14)",2
1500,"(19, 3, 1, 5)",0
1501,"(19, 3, 1, 6)",2
1502,"(19, 3, 1, 7)",2
1503,"(19, 3, 1, 8)",2
1504,"(19, 3, 1, 9)",2
1505,"(19, 3, 1, 10)",2
1506,"(19, 3, 1, 11)",2
1507,"(19, 3, 1, 12)",2
1508,"(19, 3, 1, 13)",2
1509,"(19, 3, 1, 14)",2
1510,"(19, 3, 2, 5)",0
1511,"(19, 3, 2, 6)",2
1512,"(19, 3, 2, 7)",2
1513,"(19, 3, 2, 8)",2
1514,"(19, 3, 2, 9)",2
1515,"(19, 3, 2, 10)",2
1516,"(19, 3, 2, 11)",2
1517,"(19, 3, 2, 12)",2
1518,"(19, 3, 2, 13)",2
1519,"(19, 3, 2, 14)",2
1520,"(19, 3, 3, 5)",0
1521,"(19, 3, 3, 6)",2
1522,"(19, 3, 3, 7)",2
1523,"(19, 3, 3, 8)",2
1524,"(19, 3, 3, 9)",2
